ime,posred,vrsta,tip,leto,zemljisce,velikost,cena,agencija 
VELIKA DOLINA,Prodaja,Hiša,Samostojna,2000,,298.0,277000.0,ABC nepremičnine d.o.o.
VELIKA DOLINA,Prodaja,Hiša,Samostojna,2000,10035.0,298.0,277000.0,"FLEKS nepremičnine, Gregor Jarkovič s.p."
VELIKA GOBA,Prodaja,Vikend,Zidan,1996,11668.0,16.0,20000.0,"Portal nepremičnine, Dejan Grošelj s.p."
VELIKA KOSTREVNICA,Prodaja,Hiša,Samostojna,1978,90.0,147.0,65000.0,Zasebna ponudba
VELIKA LIGOJNA,Prodaja,Hiša,Samostojna,1985,211.0,288.0,289000.0,ABC nepremičnine d.o.o.
VELIKA LOKA,Prodaja,Hiša,Samostojna,1950,2072.0,42.0,60000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
VELIKA NEDELJA,Prodaja,Hiša,Samostojna,1888,31364.0,117.0,58000.0,"C-nep agencija, d.o.o."
"VELIKA NEDELJA, VIČANCI - BREG",Prodaja,Hiša,Samostojna,1980,1500.0,180.0,80000.0,Zasebna ponudba
VELIKA PIREŠICA,Prodaja,Hiša,Samostojna,1974,668.0,160.0,165000.0,"Hiša znanja, Robert Ašenberger s.p."
VELIKA PIREŠICA,Prodaja,Hiša,Dvostanovanjska,1985,582.0,295.76,149000.0,Mezanin nepremičnine d.o.o.
"VELIKA PLANINA, ČRNA",Prodaja,Počitniški objekt,Koča,1989,284.0,109.0,163000.0,Real Go d.o.o.
"VELIKA PLANINA, NA JAMAH - KAMNIŠKO NASELJE",Prodaja,Počitniški objekt,Koča,1965,160.0,40.0,189000.0,Zasebna ponudba
"VELIKA PLANINA, PRI GONDOLI",Prodaja,Vikend,Bivalen,1973,211.0,80.0,125000.0,MICASA 6 nepremičnine d.o.o.
VELIKA VARNICA,Prodaja,Hiša,Samostojna,1950,46807.0,81.8,49900.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
VELIKA VARNICA,Prodaja,Hiša,Samostojna,1955,46807.0,90.0,49900.0,"SM nepremičnine, Aleksandra Bezjak s.p."
VELIKA VARNICA,Prodaja,Hiša,Samostojna,1995,21266.0,102.0,89900.0,"SM nepremičnine, Aleksandra Bezjak s.p."
"VELIKA VARNICA, MIRNA IN UREJENA OKOLICA",Prodaja,Hiša,Samostojna,1995,21266.0,102.0,89900.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
VELIKE BLOKE,Prodaja,Hiša,Samostojna,1900,2008.0,172.56,98000.0,Elite nepremičnine d.o.o.
VELIKE BRUSNICE,Prodaja,Hiša,Samostojna,1983,1072.0,180.0,150000.0,Kapitelj nepremičnine d.o.o.
"VELIKE BRUSNICE, KAVCE",Prodaja,Vikend,Zidan,1965,1084.0,47.0,21000.0,Zasebna ponudba
"VELIKE BRUSNICE, KAVCE",Prodaja,Hiša,Samostojna,1983,1072.0,180.0,150000.0,Zasebna ponudba
"VELIKE GORELCE, 25, LAŠKO",Prodaja,Hiša,Samostojna,1990,671.0,82.0,55000.0,Zasebna ponudba
VELIKE GRAHOVŠE,Prodaja,Hiša,Samostojna,1953,41329.0,73.2,37000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"VELIKE GRAHOVŠE, VRH NAD LAŠKIM",Prodaja,Hiša,Samostojna,1980,50000.0,180.0,135000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
VELIKE LAŠČE,Prodaja,Stanovanje,trisobno,1966,,67.8,97000.0,Rojal invest d.o.o.
VELIKE LAŠČE,Prodaja,Hiša,Dvojček,1880,142.0,154.0,135000.0,"Visa d.o.o., Ljubljana"
VELIKE LAŠČE,Prodaja,Hiša,Dvojček,1880,117.0,154.7,138000.0,"Ažur Trading, d.o.o."
VELIKE LAŠČE,Prodaja,Hiša,Samostojna,2019,810.0,221.84,245000.0,LJUBLJANA NEPREMIČNINE d.o.o.
VELIKE LAŠČE,Prodaja,Hiša,Samostojna,2019,610.0,221.84,228000.0,LJUBLJANA NEPREMIČNINE d.o.o.
"VELIKE LAŠČE, 2KM IZ CENTRA VELIKIH LAŠČ",Prodaja,Hiša,Samostojna,2016,500.0,300.0,135000.0,Emona nepremičnine d.o.o.
"VELIKE LAŠČE, MALA SLEVICA",Prodaja,Hiša,Samostojna,1981,1185.0,174.0,125000.0,Zasebna ponudba
"VELIKE LAŠČE, OKOLICA",Prodaja,Hiša,Samostojna,2015,1995.0,403.8,995000.0,Nepremičnine Plus d.o.o.
"VELIKE LAŠČE, TOMAŽINI",Prodaja,Hiša,Samostojna,2002,3733.0,143.0,235000.0,"Nepremičnine Prijatelj, svetovanje in nepremičninsko posredovanje d.o.o."
VELIKE LIPLJENE,Prodaja,Hiša,Samostojna,1985,1589.0,112.0,158000.0,"Šardi&Co. nepremičnine, družba za posredovanje v prometu z nepremičninami, d.o.o."
VELIKE MALENCE,Prodaja,Vikend,Lesen,1874,10349.0,23.5,29800.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
VELIKE MALENCE,Prodaja,Vikend,Zidan,1970,2000.0,40.0,9000.0,Zasebna ponudba
VELIKE MALENCE,Prodaja,Hiša,Samostojna,1857,515.0,45.5,19000.0,Nepremičnine-Sanja Radivojević s.p.
VELIKE MALENCE,Prodaja,Vikend,Zidan,1971,1694.0,55.0,39000.0,TA-BU nepremičnine d.o.o.
"VELIKE MALENCE, VITOVEC",Prodaja,Vikend,Lesen,1991,870.0,45.0,25000.0,Zasebna ponudba
"VELIKE MALENCE, VITOVEC, SONČNA LOKACIJA",Prodaja,Vikend,Bivalen,1963,2597.0,45.0,35000.0,"Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
VELIKE POLJANE,Prodaja,Hiša,Samostojna,1950,5994.0,127.1,160000.0,"Nepremičnine in svetovanje Juršič, Blaž Juršič s.p."
"VELIKE RODNE, 3KM OD CENTRA",Prodaja,Vikend,Zidan,1995,3000.0,75.0,70000.0,Zasebna ponudba
"VELIKE ŽABLJE, VAŠKO JEDRO",Prodaja,Hiša,Samostojna,1800,251.0,274.0,82000.0,Gaberit nepremičnine Matija Ceket s.p.
VELIKI BREBROVNIK,Prodaja,Hiša,Samostojna,1971,305.0,100.0,30000.0,Zasebna ponudba
"VELIKI BREBROVNIK, 89",Prodaja,Hiša,Samostojna,1947,291.0,291.0,25000.0,Zasebna ponudba
"VELIKI CIRNIK, 2",Prodaja,Vikend,Bivalen,1950,8000.0,166.0,32000.0,Zasebna ponudba
"VELIKI CIRNIK, 2",Prodaja,Hiša,Samostojna,1950,8000.0,166.0,32000.0,Zasebna ponudba
VELIKI DOL,Prodaja,Hiša,Samostojna,1890,,96.4,220000.0,"Kras nepremičnine, Sergij Čebulec s.p."
VELIKI DOL,Prodaja,Hiša,Samostojna,2008,9667.0,321.0,749000.0,"Nepremičnine Prijatelj, svetovanje in nepremičninsko posredovanje d.o.o."
VELIKI DOL,Prodaja,Hiša,Samostojna,2008,9151.0,377.0,747000.0,"Svitan d.o.o., PE nepremičnine"
VELIKI GABER,Prodaja,Hiša,Samostojna,2019,548.0,240.0,295000.0,Soseska Gaber d.o.o.
VELIKI GABER,Prodaja,Hiša,Samostojna,2020,514.0,240.0,295000.0,Soseska Gaber d.o.o.
VELIKI GABER,Prodaja,Hiša,Samostojna,2019,678.0,240.0,285000.0,Soseska Gaber d.o.o.
VELIKI GABER,Prodaja,Hiša,Samostojna,2019,674.0,240.0,285000.0,Soseska Gaber d.o.o.
VELIKI GABER,Prodaja,Hiša,Samostojna,2006,3312.0,349.0,372000.0,Mezanin nepremičnine d.o.o.
VELIKI GABER,Prodaja,Hiša,Samostojna,2004,1428.0,360.0,123000.0,Hiša nepremičnine 1 d.o.o.
"VELIKI GABER, IVANČNA GORICA",Prodaja,Hiša,Samostojna,2020,624.0,240.0,295000.0,Soseska Gaber d.o.o.
"VELIKI GABER, IVANČNA GORICA",Prodaja,Hiša,Samostojna,2019,692.0,240.0,285000.0,Soseska Gaber d.o.o.
VELIKI KAL,Prodaja,Hiša,Samostojna,1965,760.0,120.0,160000.0,Zasebna ponudba
"VELIKI LOČNIK, VRH NAD ŽELIMLJAMI",Prodaja,Hiša,Samostojna,2019,810.0,221.84,245280.0,Premium nepremičnine d.o.o.
VELIKI OREHEK,Prodaja,Hiša,Samostojna,1947,462.0,190.0,60000.0,Kapitelj nepremičnine d.o.o.
"VELIKI OTOK, OBRTNA CONA",Prodaja,Poslovni prostor,Pisarna,1936,26.0,145.0,39000.0,Nepremičnine Land d.o.o.
VELIKI RIGELJ,Prodaja,Vikend,Bivalen,1998,1255.0,48.0,33000.0,Kapitelj nepremičnine d.o.o.
VELIKI RIGELJ,Prodaja,Vikend,Bivalen,1920,838.0,79.8,40000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
"VELIKI RIGELJ, DOLENJSKE TOPLICE",Prodaja,Vikend,Zidan,1890,812.0,73.2,23000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
"VELIKI RIGELJ, VINOGRADNI OKOLIŠ",Prodaja,Vikend,Bivalen,1977,557.0,47.0,38000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
VELIKI SLATNIK,Prodaja,Vikend,Zidan,1970,1205.0,34.0,18000.0,Prenova Marko Bele s.p. Novo mesto
"VELIKI SLATNIK, HRUŠICA",Prodaja,Vikend,Bivalen,1997,1970.0,50.0,45000.0,Leran d.o.o.
"VELIKI VIDEM, V NASELJU",Prodaja,Vikend,Lesen,1994,2144.0,39.6,60000.0,"Lucia tim d.o.o., PE Nepremičnine"
VELIKI VRH,Prodaja,Vikend,Zidan,1994,4153.0,43.0,24800.0,"SM nepremičnine, Aleksandra Bezjak s.p."
VELIKI VRH,Prodaja,Vikend,Zidan,1974,2709.0,45.0,22000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
VELIKI VRH,Prodaja,Hiša,Samostojna,1962,895.0,116.0,120000.0,"Janko nepremičnine, Ema Janko s.p."
VELIKI VRH,Prodaja,Hiša,Samostojna,2012,1300.0,250.0,420000.0,Zasebna ponudba
VELIKI VRH,Prodaja,Hiša,Samostojna,1982,5543.0,340.0,200000.0,"Janko nepremičnine, Ema Janko s.p."
VELIKI VRH,Prodaja,Hiša,Dvostanovanjska,1985,9227.0,352.0,265000.0,"PE DUAL nepremičnine, Urška Lebreht s.p."
VELIKI VRH PRI LITIJI,Prodaja,Hiša,Samostojna,1962,424.0,72.0,49500.0,NeSta d.o.o.
VELIKI VRH PRI LITIJI,Prodaja,Hiša,Samostojna,2010,968.0,90.0,69000.0,"Portal nepremičnine, Dejan Grošelj s.p."
"VELIKI VRH, MIRNA LOKACIJA",Prodaja,Vikend,Bivalen,1982,2805.0,83.6,62000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
VELIKO BRDO,Prodaja,Hiša,Samostojna,1900,1901.0,120.0,42000.0,"1A nepremičnine, Ervin Bužan, s.p."
VELIKO TREBELJEVO,Prodaja,Hiša,Samostojna,1993,704.0,186.0,120000.0,Novi list d.o.o.
"VELIKO UBELJSKO, POSTOJNA OKOLICA",Prodaja,Hiša,Samostojna,1936,2330.0,150.0,98000.0,"Ruj Nepremičnine, Jernej Suša, s.p."
"VENIŠE, LESKOVEC PRI KRŠKEM",Prodaja,Vikend,Bivalen,1900,1896.0,57.6,55000.0,Prenova Marko Bele s.p. Novo mesto
VERAČE,Prodaja,Vikend,Bivalen,1965,4750.0,103.8,90000.0,K2 finance d.o.o.
VERD,Prodaja,Stanovanje,enosobno,1955,,31.2,56000.0,Nepremičnine Plus d.o.o.
VERD,Prodaja,Hiša,Samostojna,2000,856.0,153.0,270000.0,Akva d.o.o. PE nepremičnine
VERD,Prodaja,Hiša,Samostojna,1996,1023.0,262.4,218000.0,Zasebna ponudba
VERD,Prodaja,Poslovni prostor,Kombiniran prostor,1980,3434.0,1802.0,1500000.0,Real Go d.o.o.
"VERD, 107",Prodaja,Poslovni prostor,Skladišče,1930,,284.0,500.0,Metalka commerce d.d.
VERJE,Prodaja,Hiša,Samostojna,1975,762.0,191.5,287000.0,Rojal invest d.o.o.
VERJE,Prodaja,Hiša,Samostojna,1975,762.0,200.0,287000.0,"Bamba nepremičnine, Tanko Franc s.p."
"VERJE, CCA 15 KM IZ LJ.",Prodaja,Hiša,Samostojna,2001,1163.0,296.0,394000.0,Nepremičnine Plus d.o.o.
VERPETE,Prodaja,Hiša,Dvostanovanjska,2004,4082.0,206.0,385000.0,Mezanin nepremičnine d.o.o.
VERPETE,Prodaja,Hiša,Samostojna,1750,1700.0,510.0,225000.0,"Agenti Celje, AŽ&MB Nerad d.o.o."
"VERPETE, 4 C FRANKOLOVO",Prodaja,Hiša,Dvojček,1972,552.0,170.0,98700.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium"
VERŽEJ,Prodaja,Hiša,Samostojna,1976,1116.0,149.9,90000.0,Zasebna ponudba
VERŽEJ,Prodaja,Hiša,Samostojna,1986,665.0,188.0,125000.0,Mreža nepremičnin d.o.o.
VERŽEJ,Prodaja,Hiša,Samostojna,1986,665.0,188.0,121000.0,Zasebna ponudba
VERŽEJ,Prodaja,Hiša,Samostojna,1974,2982.0,211.6,130000.0,"RE/MAX Pomurje, PRO-BEL, d.o.o."
"VERŽEJ, CENTER",Prodaja,Hiša,Samostojna,1914,98669.0,211.0,170000.0,Prips nepremičnine d.o.o.
"VERŽEJ, CENTER",Prodaja,Poslovni prostor,Gostinski lokal,1992,906.0,578.0,260000.0,Prips nepremičnine d.o.o.
VEŠČICA,Prodaja,Hiša,Samostojna,1998,19517.0,280.0,70000.0,Prips nepremičnine d.o.o.
VEVČE,Prodaja,Garaža,Parkirno mesto,1970,,15.0,7000.0,Zasebna ponudba
VEVČE,Prodaja,Stanovanje,enosobno,1930,,36.2,104500.0,Hiša nepremičnine 1 d.o.o.
VEVČE,Prodaja,Stanovanje,trisobno,1955,,70.7,163000.0,LJUBLJANA NEPREMIČNINE d.o.o.
VEVČE,Prodaja,Stanovanje,štirisobno,1954,,72.5,175000.0,Rojal invest d.o.o.
VEVČE,Prodaja,Stanovanje,trisobno,1987,,80.0,196000.0,LJUBLJANA NEPREMIČNINE d.o.o.
VEVČE,Prodaja,Hiša,Trojček,2019,248.0,149.0,240000.0,Moneta Invest d.o.o.
VEVČE,Prodaja,Hiša,Vrstna,2019,296.0,149.0,250000.0,Moneta Invest d.o.o.
VEVČE,Prodaja,Hiša,Trojček,2019,206.0,165.0,245000.0,Moneta Invest d.o.o.
"VEVČE, LJ.",Prodaja,Hiša,Dvojček,2019,350.0,150.0,259000.0,Zasebna ponudba
"VEVČE, MOŽNOST PREDELAVE V 4 - SOBNO",Prodaja,Stanovanje,trisobno,1955,,109.0,163000.0,"Stoja trade, d.o.o., Ljubljana"
VIDEM,Prodaja,Stanovanje,trisobno,2008,55.0,77.0,188990.0,"Sans nepremičnine, d.o.o."
VIDEM,Prodaja,Hiša,Dvostanovanjska,1987,800.0,157.0,91000.0,UgodNepremicnine - Vehar Sebastjan s.p.
VIDEM,Prodaja,Hiša,Samostojna,2000,486.0,285.3,345000.0,Nepremičnine Plus d.o.o.
VIDEM PRI PTUJU,Prodaja,Hiša,Samostojna,1958,792.0,98.1,44000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
VIDEM PRI PTUJU,Prodaja,Stanovanje,trisobno,2003,,103.6,89000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
"VIDEM PRI PTUJU, PTUJ",Prodaja,Stanovanje,trisobno,1986,,69.4,58900.0,"M nepremičnine, Milena Jančič s.p."
"VIDEM PRI PTUJU, V SREDIŠČU VASI",Prodaja,Stanovanje,trisobno,2003,,103.6,89000.0,"M nepremičnine, Milena Jančič s.p."
"VIDEM, PREDSTRUGE",Prodaja,Hiša,Samostojna,2006,1006.0,230.7,230000.0,Loka nepremičnine d.o.o.
VIDONCI,Prodaja,Hiša,Samostojna,1960,11444.0,84.5,55000.0,FISA nepremičnine d.o.o.
"VIDOŠIČI, PLEŠČI VRH",Prodaja,Vikend,Zidan,1920,1213.0,75.0,39000.0,NNRN nepremičnine d.o.o. Novo mesto
VIKRČE,Prodaja,Posest,Zazidljiva,1971,1268.0,139.0,240000.0,LJUBLJANA NEPREMIČNINE d.o.o.
VIKRČE,Prodaja,Hiša,Samostojna,2008,142.0,179.0,299000.0,MESTO NEPREMIČNIN d.o.o.
"VIKRČE, LJ, TACEN, ŠMARNA GORA",Prodaja,Hiša,Samostojna,1970,619.0,210.0,449000.0,Zasebna ponudba
VINARJE,Prodaja,Hiša,Samostojna,1808,22554.0,144.3,99990.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o."
VINCARJE,Prodaja,Hiša,Samostojna,1961,262.0,162.0,175000.0,Blok 5 d.o.o.
"VINCARJE, 11",Prodaja,Hiša,Samostojna,1980,340.0,326.4,375000.0,COOP nepremičnine d.o.o.
VINICA,Prodaja,Hiša,Samostojna,1985,798.0,250.0,210000.0,NNRN nepremičnine d.o.o. Novo mesto
VINICA,Prodaja,Poslovni prostor,Kombiniran prostor,1999,5480.0,802.2,750000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
VINJE,Prodaja,Hiša,Samostojna,1997,600.0,256.0,249000.0,"Central RE d.o.o., PE LJUBLJANA"
VINJI VRH,Prodaja,Vikend,Zidan,1890,2752.0,37.8,29000.0,TA-BU nepremičnine d.o.o.
VINJI VRH,Prodaja,Vikend,Bivalen,1976,8110.0,40.0,60000.0,"Nepremičnine in svetovanje Juršič, Blaž Juršič s.p."
VINJI VRH,Prodaja,Vikend,Bivalen,1982,1338.0,43.0,55000.0,Inteleks d.o.o.
VINJI VRH,Prodaja,Vikend,Bivalen,1990,2510.0,65.7,43000.0,Nepremičnine-Sanja Radivojević s.p.
VINJI VRH,Prodaja,Vikend,Bivalen,1977,2500.0,80.0,100000.0,Zasebna ponudba
VINJI VRH,Prodaja,Vikend,Zidan,1994,2300.0,105.0,42000.0,Zasebna ponudba
VINJI VRH,Prodaja,Vikend,Zidan,1964,1065.0,105.0,25000.0,Kapitelj nepremičnine d.o.o.
"VINJI VRH, 139",Prodaja,Vikend,Zidan,1964,2377.0,75.0,28000.0,Zasebna ponudba
"VINJI VRH, ŠMARJEŠKE TOPLICE",Prodaja,Vikend,Bivalen,1965,1867.0,78.0,43500.0,Zasebna ponudba
VINSKA GORA,Prodaja,Hiša,Drugo,1889,2008.0,159.7,215000.0,Bremis d.o.o.
"VINSKA GORA, CENTER",Prodaja,Hiša,Samostojna,2003,553.0,244.0,170000.0,HABIT d.o.o.
"VINSKA GORA, VELENJE",Prodaja,Hiša,Samostojna,2001,2080.0,153.4,195000.0,Bremis d.o.o.
VINTAROVCI,Prodaja,Hiša,Samostojna,1900,6000.0,70.0,19000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
VINTAROVCI,Prodaja,Hiša,Samostojna,1929,7178.0,99.5,58000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
VINTAROVCI,Prodaja,Hiša,Samostojna,1996,2662.0,215.0,229000.0,"M nepremičnine, Milena Jančič s.p."
VINTAROVCI,Prodaja,Hiša,Dvostanovanjska,1981,4135.0,420.0,260000.0,"Simak, d.o.o."
VIPAVA,Prodaja,Stanovanje,trisobno,2009,,72.0,169000.0,"Ruj nepremičnine, Jernej Suša, s.p."
VIPAVA,Prodaja,Poslovni prostor,Prostor za storitve,2004,,87.8,59400.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
VIPAVA,Prodaja,Hiša,Vrstna,1800,720.0,210.0,235000.0,Svet Real d.o.o.
VIPAVA,Prodaja,Hiša,Vrstna,1800,250.0,469.0,149500.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
VIPAVA OKOLICA,Prodaja,Hiša,Samostojna,1910,377.0,100.0,41730.0,"Ruj Nepremičnine, Jernej Suša, s.p."
"VIPAVA, CESTA 18. APRILA 4",Prodaja,Poslovni prostor,Prostor za storitve,1985,285.0,156.0,126900.0,NOVA KBM d.d.
"VIPAVA, OKOLICA - GOČE",Prodaja,Hiša,Vrstna,1996,442.0,213.0,147500.0,"Ruj Nepremičnine, Jernej Suša, s.p."
"VIPAVA, PREDEL OZ. TABOR",Prodaja,Hiša,Samostojna,1600,125.0,171.0,99000.0,Zasebna ponudba
VIR,Prodaja,Stanovanje,dvoinpolsobno,1960,,74.0,140000.0,"Stoja trade, d.o.o., Ljubljana"
VIR,Prodaja,Poslovni prostor,Gostinski lokal,1997,281.0,120.0,159000.0,ALFA-INT nepremičnine d.o.o.
VIR,Prodaja,Hiša,Dvostanovanjska,1966,514.0,240.0,280000.0,Zasebna ponudba
VIR PRI STIČNI,Prodaja,Hiša,Samostojna,1999,827.0,262.8,340000.0,Nepremičnine Plus d.o.o.
"VIR, DOMŽALE - BLIZU LEKARNE",Prodaja,Stanovanje,trisobno,2006,,85.09,215000.0,Zasebna ponudba
VIRMAŠE,Prodaja,Hiša,Samostojna,2013,619.0,352.0,330000.0,Zasebna ponudba
VISOKO,Prodaja,Hiša,Samostojna,1990,2734.0,265.0,514000.0,"Stoja trade, d.o.o., Ljubljana"
VISOLE,Prodaja,Vikend,Bivalen,1990,1274.0,50.0,55000.0,"PE DUAL nepremičnine, Urška Lebreht s.p."
VISOLE,Prodaja,Posest,Zazidljiva,1976,,50.9,36000.0,"Agenti nepremičninsko posredovanje, d.o.o."
VISOLE,Prodaja,Hiša,Samostojna,1975,1606.0,90.0,69000.0,Zoro d.o.o.
VISOLE,Prodaja,Hiša,Samostojna,2003,10956.0,774.7,350000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o."
"VISOLE, NAD SLOVENSKO BISTRICO",Prodaja,Hiša,Samostojna,1991,1500.0,182.0,86000.0,Zasebna ponudba
"VIŠEVEK, BAJER",Prodaja,Hiša,Samostojna,1964,,618.0,58000.0,Zasebna ponudba
VIŠNJA GORA,Prodaja,Stanovanje,dvosobno,1995,,48.5,130000.0,"Abstract nepremičnine, Igor Kerin s.p."
VIŠNJA GORA,Prodaja,Hiša,Samostojna,2002,500.0,92.1,220000.0,Roni nepremičnine d.o.o.
VIŠNJA GORA,Prodaja,Poslovni prostor,Večji poslovni kompleks,2014,9331.0,165.0,1100000.0,"Bamba nepremičnine, Tanko Franc s.p."
VIŠNJA GORA,Prodaja,Hiša,Samostojna,1971,196.0,205.0,189000.0,"Dominos d.o.o., PE Ljubljana"
"VIŠNJA GORA, CENTER",Prodaja,Stanovanje,trisobno,2006,,68.5,128750.0,SKYNEP nepremičnine d.o.o.
"VIŠNJA GORA, KRIŠKA VAS",Prodaja,Hiša,Samostojna,2011,505.0,220.0,170000.0,"Nepremičnine Prijatelj, svetovanje in nepremičninsko posredovanje d.o.o."
"VIŠNJA GORA, KRIŠKA VAS",Prodaja,Hiša,Samostojna,2011,560.0,220.0,230000.0,"Nepremičnine Prijatelj, svetovanje in nepremičninsko posredovanje d.o.o."
"VIŠNJA GORA, KRIŠKA VAS NAD VIŠNJO GORO",Prodaja,Hiša,Samostojna,2011,505.0,220.0,229000.0,Rojal invest d.o.o.
"VIŠNJA GORA, MESTNI TRG",Prodaja,Hiša,Samostojna,1860,300.0,300.0,60000.0,Zasebna ponudba
"VIŠNJA GORA, MESTNO JEDRO",Prodaja,Hiša,Dvostanovanjska,1923,,350.0,162500.0,Zasebna ponudba
"VIŠNJA GORA, PARTIZANSKA",Prodaja,Stanovanje,trisobno,1975,232.0,120.3,165000.0,Anepremičnine d.o.o.
VIŠNJE,Prodaja,Hiša,Samostojna,1912,4130.0,100.0,65000.0,"Ažur Trading, d.o.o."
VIŠNJE,Prodaja,Hiša,Samostojna,1950,4130.0,100.0,59000.0,Zasebna ponudba
"VIŠNJE, OKOLICA KRAJA ZAGRADAC OZ. AMBRU",Prodaja,Hiša,Samostojna,1950,4129.0,170.0,59000.0,Makra as Marko Krajner s.p.
VITANJE,Prodaja,Stanovanje,dvosobno,1980,,38.4,69000.0,Mezanin nepremičnine d.o.o.
VITANJE,Prodaja,Stanovanje,Apartma,1980,200.0,50.0,45000.0,Mezanin nepremičnine d.o.o.
VITANJE,Prodaja,Poslovni prostor,Gostinski lokal,1800,428.0,452.0,210000.0,Zoro d.o.o.
VITANJE,Prodaja,Poslovni prostor,Večji poslovni kompleks,1960,3302.0,1333.4,350000.0,Zoro d.o.o.
"VITANJE, CENTER",Prodaja,Hiša,Vrstna,1700,718.0,178.0,45000.0,HABIT d.o.o.
"VITANJE, HUDINJA",Prodaja,Hiša,Samostojna,1972,7069.0,123.0,129000.0,"Nepremičnine - Vila, d.o.o."
VITOVLJE,Prodaja,Hiša,Vrstna,1976,1732.0,175.8,150000.0,Domart RE d.o.o.
VITOVLJE,Prodaja,Hiša,Samostojna,1850,731.0,237.0,340000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
VIŽMARJE,Prodaja,Stanovanje,garsonjera,2020,,33.87,124479.0,Mreža nepremičnin d.o.o.
VIŽMARJE,Prodaja,Stanovanje,garsonjera,2020,,33.89,124614.0,Mreža nepremičnin d.o.o.
VIŽMARJE,Prodaja,Stanovanje,garsonjera,2020,,33.97,124295.0,Mreža nepremičnin d.o.o.
VIŽMARJE,Prodaja,Stanovanje,garsonjera,2020,,33.97,124583.0,Mreža nepremičnin d.o.o.
VIŽMARJE,Prodaja,Stanovanje,garsonjera,2020,,33.99,119435.0,Mreža nepremičnin d.o.o.
VIŽMARJE,Prodaja,Stanovanje,enosobno,2020,,35.04,121630.0,Mreža nepremičnin d.o.o.
VIŽMARJE,Prodaja,Stanovanje,enosobno,2020,,35.25,127934.0,Mreža nepremičnin d.o.o.
VIŽMARJE,Prodaja,Stanovanje,enosobno,2020,,35.94,121478.0,Mreža nepremičnin d.o.o.
VIŽMARJE,Prodaja,Stanovanje,garsonjera,2020,,36.7,126077.0,Mreža nepremičnin d.o.o.
VIŽMARJE,Prodaja,Stanovanje,enosobno,2020,,37.12,121698.0,Mreža nepremičnin d.o.o.
VIŽMARJE,Prodaja,Stanovanje,enosobno,2020,,40.2,136495.0,Mreža nepremičnin d.o.o.
VIŽMARJE,Prodaja,Stanovanje,enosobno,2020,,44.52,134368.0,Mreža nepremičnin d.o.o.
VIŽMARJE,Prodaja,Stanovanje,trisobno,1967,,59.1,145000.0,ABC nepremičnine d.o.o.
VIŽMARJE,Prodaja,Stanovanje,trisobno,1903,,60.0,133000.0,Zasebna ponudba
VIŽMARJE,Prodaja,Hiša,Samostojna,2018,295.0,123.0,295000.0,LJUBLJANA NEPREMIČNINE d.o.o.
VIŽMARJE,Prodaja,Hiša,Samostojna,2018,297.0,123.0,321000.0,Novi list d.o.o.
VIŽMARJE,Prodaja,Hiša,Atrijska,2018,270.0,125.0,295000.0,"CIMER, MAKSIMILJAN REMIC s.p."
VIŽMARJE,Prodaja,Hiša,Dvojček,2019,307.0,131.0,299000.0,MESTO NEPREMIČNIN d.o.o.
VIŽMARJE,Prodaja,Hiša,Samostojna,2019,47558.0,138.9,320000.0,Rocco nepremičnine d.o.o.
VIŽMARJE,Prodaja,Hiša,Trojček,2019,21858.0,138.9,225000.0,Rocco nepremičnine d.o.o.
VIŽMARJE,Prodaja,Hiša,Dvojček,2019,30458.0,138.9,250000.0,Rocco nepremičnine d.o.o.
VIŽMARJE,Prodaja,Hiša,Dvojček,2019,30958.0,138.9,250000.0,Rocco nepremičnine d.o.o.
VIŽMARJE,Prodaja,Hiša,Vrstna,2019,18258.0,138.9,215000.0,Rocco nepremičnine d.o.o.
VIŽMARJE,Prodaja,Hiša,Vrstna,2019,26658.0,138.9,240000.0,Rocco nepremičnine d.o.o.
